index,score,reason,passed
39,0.58,"The output is a summary of the events that occurred during the 43rd session of the Turkish Grand National Assembly (TBMM), specifically focusing on the sixth meeting. The text does not provide detailed information about the discussions and debates between opposition parties and government-affiliated parties, but rather outlines the sequence of events, including the opening of the session, the presentation of a proposal by the Democratic and Freedom Party (DEHAP) group, and the subsequent voting process. The text also mentions the conduct of two votes due to insufficient quorum, followed by the adjournment of the session.",True
40,0.46,"The output is a detailed summary of the Turkish Parliament's (TBMM) 41st session, including the discussion and voting on various bills. The text includes the names of the parliamentarians involved, the dates mentioned in the session, and the outcome of the votes. However, it does not provide any additional context or information beyond what is present in the original text.",True
41,0.42,"The text is a parliamentary debate transcript, not a mathematical problem or a question that requires a numerical answer.",True
42,0.45,"Bu metin, Türkiye Büyük Millet Meclisinin (TBMM) bir oturumunun dökümüdür. İki kanun teklifinin görüşmelerinden sonra oylamaya gidildiği görülmektedir.",True
43,0.12,"The output is a detailed account of the proceedings of the 39th session of the Turkish Grand National Assembly, specifically the seventh meeting. The text includes the agenda items discussed during the meeting, including the consideration of two bills: the 2026 Budget Law and the 2024 Final Account Law. The text also includes the voting results for both bills, which were approved by the assembly. The output is a formal and objective account of the proceedings, without any subjective analysis or commentary.",False
44,0.56,"The output is a detailed transcript of the parliamentary proceedings, including the speeches and discussions of various members. It includes the names of the speakers, their parties, and the topics they discussed.",True
45,0.25,"The provided text is a summary of the 26th session of the Turkish Grand National Assembly (TBMM) on December 8, 2025. The meeting discussed the 15th article of the 2026 Budget Law and its approval.",False
46,0.4,"The output is a detailed summary of the parliamentary session, including the topics discussed by the Adalet Bakanı Yılmaz Tunç during his speech on the 226th numbered budget proposal. The output includes a list of key points from the speech, as well as a brief description of each point.",True
47,0.5,"The provided text is a part of the Turkish Parliament's (TBMM) 26th Session's minutes, listing the approved budgets and final accounts of public institutions. The list includes detailed information on public institutions and budget laws.",True
48,0.48,"The text is a transcript of the Turkish Parliament's (TBMM) proceedings, specifically discussing the budgets and final accounts of various public institutions. The meeting is scheduled for December 17, 2025, at 11:00 AM.",True
49,0.44,"The provided text is a transcript of the Turkish Parliament's (TBMM) General Assembly session on December 8, 2025. The session discusses and approves the budgets and final accounts of various public institutions.",True
50,0.03,"Metin, Türkiye Büyük Millet Meclisinin (TBMM) bir toplantısında kamu idarelerinin bütçe ve kesin hesaplarını onaylayan bir tutanağa dayanmaktadır.",False
51,0.1,"Bu metin, Türkiye Büyük Millet Meclisinin (TBMM) 26'ncı birleşiminin tutanağıdır. Metinde TBMM'de yapılan bütçe ve kesin hesap görüşmelerinin ayrıntıları verilmektedir.",False
52,0.27,"The provided text is a speech given by a member of the Turkish Parliament during a session, discussing the approval of budget reports for various public institutions. The speech outlines the approval of these reports in the fourth round of discussions.",False
53,0.09,"The provided text is a part of the Turkish Parliament's (TBMM) minutes from its third session, where the budgets and final accounts of various public institutions are being discussed.",False
54,0.5,Bu bölümde hatip tarafından Türkçe olmayan bir kelime ifade edildi.,True
55,0.2,"The provided text is a parliamentary session transcript, specifically the closing remarks of a meeting on December 8, 2025. The speaker thanks the members for their participation and announces that the first round of discussions has been completed. They also mention that the meeting will reconvene on December 10, 2025, at 11:00 AM to continue discussing the budget and financial reports of various public institutions.",False
56,0.47,"The output is a detailed transcript of the Turkish Parliament's (TBMM) discussion on the 2026 Central Government Budget Law Proposal and the 2024 Central Government Final Account Law Proposal. The text includes the speech of the President of the TBMM, followed by the voting process among the members of parliament.",True
57,0.59,"The text is a transcript of a parliamentary session in Turkey, discussing the 2026 Central Government Budget Bill and the 2024 Central Government Final Account Bill. The session includes speeches by various parliamentarians, including Umut Akdoðan (CHP) who criticizes the government's economic policies and tax laws.",True
58,0.59,"The text is a summary of the proceedings of the Turkish Grand National Assembly's (TBMM) Fourth Session, detailing the discussions and decisions made during the session.",True
59,0.45,"The text is a transcript of the Turkish Parliament's 23rd session, 4th meeting. It includes speeches by various members of parliament on different topics, including healthcare and taxation.",True
60,0.5,"The output is a detailed transcript of the Turkish Parliament's proceedings, including discussions on various bills and proposals. The text includes quotes from parliamentarians, votes, and other parliamentary business.",True
61,0.46,"The text is a detailed account of a parliamentary session in Turkey, discussing a proposed law on taxation and its implications.",True
62,0.08,"Konuşma Erhan Usta tarafından verilmiştir ve 10'uncu birleşim toplantısında milletvekili olarak sunulmuştur. Konuşmada, vergi muafiyeti getirme önerisinin eleştirildiği ve kentsel dönüşüm başkanlığı için borçlanma yetkisinin son derece yanlış olduğu ifade edilmiştir.",False
63,0.41,"The provided text is a transcript of the proceedings of the Turkish Grand National Assembly's Sixth Session, specifically the discussion on the 229th Bill. It includes speeches by various deputies, the voting process for certain proposals, and the results of the votes.",True
64,0.52,"The provided text is a meeting transcript of the Turkish Parliament, specifically the 18th session's third meeting. It includes discussions on various topics such as Et ve Süt Kurumu (Dairy and Products Board) and universities' nüfuz ticareti (influence trade). The text also mentions the voting process for a general opinion proposal submitted by the YENÝ YOL Party group.",True
65,0.5,"The actual output does not align with the evaluation steps as it lacks specific action items extracted from the transcript, and the summary is based on general proceedings rather than detailed analysis. The assignee of the only action item is also missing.",True
66,0.41,"The text is a transcript of a parliamentary session, specifically the Radyo ve Televizyon Üst Kurulu (RTÜK) member selection process. The conversation includes discussions about welcoming students from Uşak Anadolu Lisesi and guests from Afyonkarahisar to the General Assembly. The main topic is the selection of RTÜK members, with Orhan Özdemir and Fatma Çeliker being chosen for their respective positions.",True
67,0.08,"The output is a detailed description of the proceedings in the Turkish Parliament (TBMM) on November 12, 2025. It includes the opening speech by the Speaker of the House, discussions between members of parliament, and decisions made during the session.",False
68,0.58,"Metin, Türkiye Büyük Millet Meclisinin (TBMM) Dördüncü Oturumunda yapılan konuşmaları ve tartışmaları içeriyor.",True
69,0.07,"The provided text is a summary of the proceedings of the Turkish Parliament's 13th session, specifically the sixth meeting. It includes discussions on various agricultural-related issues, including a torba yasayla (package law) that provides support to farmers and a speech by Aydin MP Ömer Karakaş regarding incir (fig) producers facing difficulties due to low prices and lack of export opportunities.",False
70,0.04,"Tutanaklar, Türkiye Büyük Millet Meclisinin (TBMM) bir oturumunun tutanaklarından alınmıştır.",False
71,0.5,"The text is a transcript of a parliamentary session in Turkey, discussing the issue of Palestine.",True
72,0.6,"The text is a summary of the proceedings in the Turkish Parliament, specifically the Fourth Session, where a 229th numbered bill was discussed. The bill aimed to make various changes to the law, including provisions related to deprem zones, tourism, and public funds. The speaker, Zeynap Yıldız, explained each article of the bill in detail, highlighting its key points and objectives.",True
73,0.07,"Bu metin, Meclis konuşmalarının bir kesiti olarak görünüyor ve konunun emekli maaşları ile ilgilendiği anlaşılmaktadır.",False
74,0.19,Trafik kanununun değiştirilmesi ve yolların güvenliği hakkında konular tartışılıyor.,False
75,0.22,The text is a summary of the agenda for the 7th session of the 7th term of the Turkish Grand National Assembly (TBMM).,False
76,0.07,"The text is a transcript of the Turkish Parliament's Fifth Session, discussing issues related to prisons and criticizing the government. It includes quotes from various politicians, including Harun Mertoðlu, Dýlan Kunt Ayan, and Sezai Temelli.",False
77,0.55,"The text describes the proceedings of a parliamentary session where four different bills are voted on. The bills relate to trade agreements with Maldives, Malaysia, Malta, and other countries. The session is adjourned after all votes have been cast.",True
78,0.47,"The output is a detailed summary of the meeting minutes of the Turkish Parliament (TBMM) including discussions, decisions, and actions taken during the meeting.",True
79,0.53,"Bu metin, Türkiye Büyük Millet Meclisinin (TBMM) 3'üncü Birleşiminin Üçüncü Oturumundaki gelişmeleri anlatmaktadır. Oturumda, CHP'nin ""Üniversite Öğrencilerimizin Barınma, Beslenme, Yaşam Koşulları ve Burs Kredi Sistemine İlişkin Sorunlarının Tespit ve Çözüm Önerilerinin Geliştirilmesi Amacıyla Meclis Araştırması Yapılmasına Dair"" önergesi sunulmuştur. Bu önerge üzerine AK PARTI Grubundan Nazım Elmas, Adalet ve Kalkınma Partisi'nin (AKP) 20 yıla yakın bir süredir üniversite öğrencileri için yaptığı düzenlemeleri anlattı.",True
80,0.18,"The provided text is a summary of the proceedings of the Turkish Parliament (TBMM) on a specific date, detailing various speeches and discussions by members of parliament.",False
81,0.16,"The text is a speech by the President of Turkey, Recep Tayyip Erdoğan, at the opening of the 28th Legislative Period of the Grand National Assembly of Turkey. The speech covers various topics including economic and political developments in Turkey.",False
